Feature Name: Unit
Value Num: 661
319,4
604,7
809,10
323,8
5313,1
205,30
1307,1
803,3
1610,1
1500,1
705,6
650,3
414,10
613,2
912,3
501,41
410,7
1790,1
438,1
512,4
911,2
1251,1
430,2
150,1
422,3
701,19
1450,6
1201,18
157,1
113,2
600,7
504,28
522,2
55,1
216,9
419,5
316,5
557,3
217,2
1508,1
942,1
619,1
208,27
339,1
523,1
451,1
136,1
1431,1
346,1
2070,1
Null,169421
5106,1
656,1
622,2
1501,7
1006,3
239,2
280,2
533,1
76,3
1110,6
2905,1
310,13
413,1
623,2
1120,1
253,1
507,5
559,1
1132,1
202,94
712,1
842,1
4006,2
4,288
308,37
10,75
1024,3
606,13
221,4
326,2
218,3
2888,2
432,1
505,11
1150,4
3201,1
29,4
302,78
2725,2
952,2
2526,1
830,4
79,1
119,1
57,2
3704,1
1601,11
817,2
852,2
27,30
822,2
303,39
356,4
407,27
2402,3
2801,2
3103,4
416,1
219,3
6003,3
1409,5
3004,3
732,1
401,86
907,6
736,1
713,4
53,5
832,1
460,1
18,28
520,1
1543,2
630,2
67,1
450,2
1059,2
457,4
142,1
816,11
4110,1
154,1
48,7
930,1
818,1
441,1
612,5
1208,6
3254,1
1206,1
15,31
235,2
726,4
1604,3
2805,1
1207,4
909,1
403,33
513,3
720,1
2303,1
517,2
558,2
45,7
1310,1
1424,1
1605,4
2704,5
406,32
527,2
21,29
32,19
87,1
1043,1
3705,4
311,19
1022,5
0,21410
1608,7
117,5
2401,4
220,4
236,3
1312,3
153,1
2317,1
903,4
503,24
3412,1
330,1
556,1
229,1
60,2
78,1
1412,1
158,2
840,2
5306,1
1108,4
49,11
448,1
2,549
4309,1
916,1
3446,1
4706,1
629,2
902,6
148,1
5213,1
1441,1
957,1
1114,1
640,2
427,1
1510,1
129,10
34,20
1249,3
404,38
2166,1
20,25
1607,2
1703,4
1432,1
358,1
1602,10
1796,1
2601,2
321,2
2501,2
1902,3
1253,1
36,11
605,2
90,1
1050,7
4209,1
351,3
3903,2
859,1
2204,2
634,1
307,32
1632,2
932,1
35,3
200,19
806,6
1152,4
4410,1
4001,1
360,2
1003,8
37,13
901,16
5,211
466,2
1370,2
224,4
304,47
914,2
703,19
462,1
305,46
61,4
39,2
1603,4
47,9
537,2
320,5
823,2
108,22
808,6
1702,4
26,14
548,2
1101,7
43,5
636,1
115,2
1016,1
99,1
535,3
531,1
469,1
1032,1
141,2
223,4
105,30
75,4
322,5
602,15
649,1
906,2
152,2
804,13
104,30
3202,4
721,4
621,2
2034,1
1005,6
1014,2
617,2
1047,2
1514,1
711,2
109,3
2300,4
1140,6
2031,1
315,3
5312,1
1407,3
1411,1
415,8
31,18
2223,1
2301,4
2201,5
706,9
714,2
921,1
1504,2
19,26
1606,6
3005,2
502,20
4109,1
215,5
506,14
336,3
7,103
846,1
1103,8
824,5
1002,6
1135,6
1806,1
652,2
1302,5
5903,1
417,1
1404,13
947,1
472,1
247,2
38,10
405,23
137,1
1115,2
112,11
3510,2
1904,2
900,4
1104,3
1124,1
354,2
1000,1
625,6
552,4
54,3
3401,1
1001,8
1613,2
1202,15
327,1
418,4
23,23
411,16
657,2
257,1
2001,1
227,2
84,5
1511,3
616,4
101,365
41,12
203,60
2221,1
1502,4
1203,6
631,1
1105,8
59,3
715,1
332,3
3312,1
42,5
473,1
209,12
169,1
72,3
3101,4
426,3
737,1
431,1
723,2
368,1
5103,1
1449,1
114,1
122,2
2203,5
364,2
312,13
710,6
615,3
1505,3
810,5
50,4
1406,3
1230,1
5602,1
508,11
214,2
46,5
910,2
521,1
1704,4
922,1
1,1312
226,1
4409,1
5412,1
1004,5
1308,1
2502,2
14,44
514,2
1408,4
905,6
56,3
412,14
1700,2
3801,2
100,14
1808,1
11,71
5204,1
1309,1
2109,1
500,7
423,3
965,1
130,4
708,4
306,37
1305,2
318,4
22,23
118,5
515,6
626,1
124,1
716,3
1107,2
402,47
309,19
81,3
74,1
1233,1
807,7
1801,3
300,9
1519,1
261,1
250,3
553,1
1403,7
5112,1
510,9
607,6
2102,2
801,18
335,1
1025,2
614,3
2103,1
1007,4
534,34
409,10
1372,2
6004,1
3861,2
5604,1
1802,2
2773,2
1301,4
51,2
610,4
651,5
120,3
618,3
337,2
344,1
709,4
400,2
70,3
570,10
123,4
127,1
2002,3
325,2
3105,1
234,1
2404,4
62,1
608,8
519,2
757,1
2214,3
212,10
1717,3
4004,1
1701,5
324,1
1204,1
724,1
201,210
420,1
516,3
908,1
857,3
25,24
1167,1
812,2
16,39
345,2
2400,1
6,214
805,11
106,16
1015,3
2534,1
33,12
725,1
647,1
5113,1
4210,1
702,14
436,4
2900,5
1221,2
555,6
424,1
213,9
2650,2
1211,3
5005,1
207,29
1618,1
1011,1
2202,2
408,12
1102,4
222,2
800,2
2101,4
5212,1
1609,1
2872,3
1317,1
116,10
3256,1
611,2
69,1
1402,10
2005,3
707,9
1214,2
313,3
2803,2
544,1
601,32
931,1
111,14
206,22
1401,8
44,15
1800,1
1901,8
24,15
125,2
1414,1
328,1
225,1
211,9
317,2
107,25
2003,2
920,1
446,2
769,1
2192,3
13,23
301,103
1805,1
1212,1
383,1
103,68
802,23
4310,1
210,11
904,7
4113,1
1517,1
1009,1
241,2
1109,4
509,7
28,10
434,3
3,448
204,57
4901,1
333,2
939,2
752,1
110,9
918,1
872,1
511,2
1116,6
314,6
704,8
68,1
40,3
2700,1
700,2
717,1
329,8
17,29
1418,1
2604,3
138,1
126,2
102,67
1131,1
237,4
454,2
2207,1
1303,4
518,3
1026,1
603,10
609,4
1304,2
452,4
1516,1
1112,1
9,69
8,104
1415,4
5413,1
1503,2
1792,2
12,65
228,2
428,1
1106,4
1506,1
2140,1
875,2
5206,1
30,13
2904,2
1210,2
