Feature Name: Street_Number
Value Num: 5099
3553,7
643,63
1576,18
3828,18
3778,6
2796,1
3329,7
374,70
6525,1
2320,42
604,82
4814,1
1133,52
3335,10
3947,16
912,23
2436,14
4056,3
2813,6
481,75
1600,161
1264,30
3047,11
1961,25
1951,26
2873,5
2027,49
2393,3
3734,10
3619,8
4675,3
5012,1
2254,15
796,8
6310,2
2528,14
1607,32
1289,9
4509,1
3055,15
1490,68
2161,22
4391,1
2797,6
167,150
5538,2
1256,36
6039,1
3000,44
1158,24
3008,10
3868,2
3914,5
2104,13
1273,28
672,45
1048,28
199,206
3422,5
4162,12
310,148
3473,3
2758,7
1902,12
2150,65
3018,16
2257,24
593,13
4818,1
378,76
935,83
5102,1
5777,1
2959,13
1314,65
3821,19
1887,7
3100,23
488,52
1845,68
3279,1
3826,15
2569,11
1199,24
4912,2
1810,50
1260,46
1358,33
3477,4
1389,11
5529,4
402,38
3260,1
3913,3
3103,17
309,80
1784,12
541,63
1388,34
2789,2
4903,1
732,38
4250,6
2406,7
3912,8
7006,1
4434,15
2380,21
1709,38
2635,49
3817,5
3607,3
1935,50
3057,11
1281,21
3208,5
6441,2
3106,14
390,111
379,57
2107,40
1971,11
2612,25
1719,41
3019,6
5268,1
2807,31
7713,1
3109,10
930,158
4269,2
4328,8
917,50
3570,12
2783,9
4656,2
2115,34
1208,34
688,26
5457,1
852,40
4326,12
726,75
2562,15
7829,5
1611,31
4180,4
2449,4
1099,37
1878,11
1384,19
766,48
4461,1
2140,42
3744,11
950,200
2062,29
3139,5
4555,2
1531,76
2433,27
2642,13
4161,5
2373,9
4382,1
3286,1
2157,18
156,146
768,51
1870,80
3491,23
220,290
4130,12
1613,17
2016,26
2425,86
1816,39
4193,3
683,33
5126,2
2423,28
5135,2
4658,3
3181,8
4500,16
1513,33
1333,160
3407,7
3798,4
3073,3
3225,28
1940,81
1492,17
1317,32
2575,38
2800,134
2561,4
7750,1
2152,21
2791,4
761,58
3400,69
4622,4
96,66
1114,12
3234,37
3247,5
1397,8
2198,31
4507,2
4088,1
1415,94
645,154
853,31
4591,3
2557,18
6239,1
3461,3
3897,1
2023,24
4538,5
4121,11
1907,23
1175,38
2610,38
4164,14
3595,12
146,164
4624,5
36,177
4035,8
5224,1
1586,15
4199,2
1747,35
429,77
6048,2
4332,9
3903,8
4095,4
8020,1
2193,10
2399,4
2106,26
3487,16
873,31
5546,2
3735,21
3861,9
3212,10
4261,7
886,26
1337,28
1462,38
5440,4
7327,2
1545,89
1544,39
1915,51
2794,8
1196,8
6923,1
3862,5
5122,7
1326,62
1619,31
5026,1
1559,62
322,82
2488,8
1435,65
698,57
1236,43
1190,60
3838,49
4837,1
348,73
537,103
2815,28
2508,17
23,164
657,46
4843,1
2063,33
793,21
1621,38
4272,3
3729,5
636,61
2279,19
476,28
1479,15
1049,33
1708,22
694,19
4355,2
531,141
3795,8
2818,15
743,70
3022,14
1162,11
2420,43
1064,16
5130,2
3684,1
5817,1
2497,13
3177,4
5525,2
1094,10
3307,5
7700,5
94,21
1129,30
3488,7
2300,188
2715,34
4841,1
5328,4
2089,9
968,36
2697,11
1138,39
329,62
3515,25
117,154
722,127
192,39
558,57
5454,7
3737,13
3966,8
910,56
5243,1
1296,13
2809,27
2210,66
638,60
2153,17
2460,16
2746,20
3766,6
949,76
1028,31
3746,7
71,316
1624,48
1362,43
3053,16
678,41
6130,1
576,47
4822,1
132,149
2019,15
5826,4
2322,45
7415,1
2734,13
2848,17
1667,27
4830,2
5625,3
1509,20
1788,6
6256,2
54,185
2194,17
427,91
4515,10
1098,16
4635,11
418,57
3980,8
977,23
3338,11
4188,6
1965,26
1137,23
395,27
579,62
1770,74
956,52
1253,24
3845,15
4469,3
4565,4
1374,33
1758,12
667,74
3777,2
413,22
2155,65
6740,1
1366,42
2909,22
5513,4
1757,13
3108,20
3414,11
4873,1
4110,1
312,105
3316,24
3858,9
2318,26
1554,35
759,43
856,41
389,44
6933,1
767,76
2464,5
2095,50
1986,7
4787,2
1400,299
2363,27
2438,31
4318,10
7010,1
2611,12
3638,10
2375,22
