Feature Name: SideofField
Value Num: 38
CLE,13212
NO,12566
HOU,12628
PHI,12673
NYG,12839
GB,12250
ARI,12834
TEN,12968
MID,4326
MIN,12277
JAC,10185
SEA,12077
PIT,12023
LA,2763
DEN,12606
STL,9879
DAL,12306
ATL,12088
NA,528
CIN,12384
NYJ,12396
BAL,12442
WAS,12674
LAC,1351
MIA,12924
OAK,13270
SF,12452
JAX,2754
BUF,13094
IND,12760
NE,12001
SD,10952
DET,12799
KC,12470
TB,12788
50,312
CHI,12583
CAR,12222
