Feature Name: GameID
Value Num: 2304
2010102403,167
2014113003,180
2013111400,165
2011110603,170
2015092006,181
2011092503,179
2013111005,157
2010122607,188
2013122908,168
2014091413,174
2013090802,167
2014122803,178
2016091103,185
2012091610,162
2017102909,176
2015091301,185
2017120309,178
2013102702,171
2010121909,180
2016122403,182
2017111902,163
2015101108,185
2015112904,188
2013120107,200
2016111304,168
2017102910,176
2015112210,179
2013092910,173
2010091203,183
2015091311,171
2010091212,177
2015110104,169
2014102607,174
2013122910,157
2012101100,178
2016092512,163
2009111509,208
2010110705,179
2015122712,184
2010103105,161
2015101800,215
2017092402,155
2013122900,165
2014110203,187
2015110111,159
2017123104,179
2017102207,179
2013092206,172
2017010101,177
2016111301,181
2009120608,197
2014092807,192
2017112608,187
2016100200,198
2009112203,171
2017112700,184
2017121000,188
2017091703,175
2013101400,165
2017122408,181
2011121113,193
2011010203,170
2010010314,171
2017112606,174
2010120512,177
2011121801,187
2009100400,188
2014112311,155
2017100806,168
2015121400,180
2013120807,178
2017120303,151
2015121900,171
2009100401,218
2014111700,150
2017123115,183
2014111601,162
2009120610,174
2014090710,169
2016111312,182
2017120400,174
2011103006,185
2015101109,177
2010120200,179
2017100810,174
2017121705,185
2013112403,229
2011121803,166
2012110403,169
2014092900,154
2009112213,190
2009092003,180
2011010204,162
2011111312,167
2015120613,172
2011100209,195
2014090800,166
2011092501,184
2009102509,175
2012092300,176
2015100407,200
2009121308,177
2011010212,165
2013091513,170
2017010112,163
2016010314,173
2015101101,178
2016121106,179
2014091411,188
2013092911,172
2014090700,195
2016092506,186
2015110108,190
2010101001,176
2010101703,165
2010121201,155
2013102800,159
2011091814,180
2011100904,195
2010112502,178
2017102204,169
2010103104,196
2017110508,194
2014112310,179
2012120200,170
2017091012,169
2011092513,179
2014110207,168
2011112701,180
2014110209,189
2011112005,196
2016091112,178
2012101407,192
2009101810,175
2014111000,192
2010110800,166
2011110604,166
2016103010,204
2012100703,180
2014111603,185
2010101705,182
2009112206,165
2013120810,160
2014110905,162
2012111105,168
2017092405,198
2013092202,165
2012010111,161
2016100906,174
2009091000,178
2011112707,179
2015120607,190
2011122401,203
2012090912,170
2011121102,174
2013111100,165
2016110610,201
2010010310,168
2009092703,168
2014102601,156
2014120800,180
2011120500,165
2011010213,194
2009122009,184
2016092508,170
2012092308,187
2010100305,175
2010091911,164
2016121807,162
2016112008,169
2017110200,194
2013100604,187
2012091000,173
2010091901,152
2016111000,166
2017101505,184
2011101600,168
2010100300,172
2017123103,160
2015102501,167
2010122606,172
2017100109,217
