Feature Name: HomeTeam
Value Num: 35
CLE,12858
NO,12984
HOU,12731
PHI,13123
OAK,12895
GB,12743
ARI,12897
TEN,12689
SF,12567
MIN,12619
JAC,10035
SEA,12559
PIT,12624
LA,2798
DEN,13041
STL,9842
DAL,12597
ATL,12431
CIN,12675
NYJ,12706
BAL,12902
WAS,12555
LAC,1363
SD,11007
NYG,12869
NE,13165
JAX,2723
BUF,12996
IND,12897
DET,12813
KC,12620
TB,12507
MIA,12758
CHI,12516
CAR,12551
